Date,Open,High,Low,Close,Volume
26-05-2010,9189.37,9459.16,9189.37,9392.67,724172288
27-05-2010,9392.65,9647.25,9392.65,9647.25,460696768
28-05-2010,9647.21,9752.8,9637.14,9637.14,506188320
01-06-2010,9636.97,9639.14,9434.68,9621.53,391819648
02-06-2010,9621.44,9660.38,9507.17,9660.38,350604192
03-06-2010,9660.28,9850.66,9660.28,9801.18,368346336
04-06-2010,9801.16,9842.77,9587.76,9599.85,383678400
07-06-2010,9599.92,9599.92,9437.48,9477.7,310587712
08-06-2010,9477.68,9534.07,9319.55,9356.17,501781408
09-06-2010,9356.05,9487.18,9356.05,9487.18,389505792
10-06-2010,9487.18,9609.68,9402.33,9609.68,391217920
11-06-2010,9609.6,9706.39,9598.73,9662.59,368527264
14-06-2010,9662.53,9795.41,9662.53,9795.41,261673024
15-06-2010,9795.44,9888.08,9740.92,9880.25,327990112
16-06-2010,9880.27,9949.92,9834.45,9859.95,336985152
17-06-2010,9860.14,9917.12,9850.52,9863.8,322406464
18-06-2010,9863.77,9952.7,9863.77,9952.7,551289728
21-06-2010,9952.44,10092.48,9952.44,9997.81,286918336
22-06-2010,9997.97,9997.97,9835.39,9938.73,382399616
23-06-2010,9938.76,9938.76,9816.02,9833.16,284233888
24-06-2010,9833.04,9857.92,9692.17,9698.3,335335776
25-06-2010,9698.35,9730.91,9606.05,9606.05,275142016
28-06-2010,9605.91,9660.33,9575.76,9644.88,288085120
29-06-2010,9644.87,9644.87,9365.29,9365.29,391475328
30-06-2010,9365.35,9414.06,9346.05,9366.12,444005184
01-07-2010,9366.23,9366.24,9126.42,9139.65,459197024
02-07-2010,9139.67,9301.49,9139.67,9276.39,342039648
05-07-2010,9276.33,9313.12,9247.76,9301.35,262323632
06-07-2010,9301.25,9501.2,9301.25,9501.09,390871488
07-07-2010,9501.26,9562.68,9374.32,9562.68,332821952
08-07-2010,9562.7,9726.76,9562.7,9719.18,358175232
09-07-2010,9719.07,9781.76,9719.06,9745.79,297710464
12-07-2010,9746.07,9798.51,9727.89,9774.16,238329856
13-07-2010,9774.22,9938.4,9767.55,9938.4,312124736
14-07-2010,9938.36,9995.62,9838.27,9895.61,299259200
15-07-2010,9895.57,9949.07,9826.67,9852.45,377931328
16-07-2010,9852.37,9941.2,9775.31,9775.31,339813120
19-07-2010,9775.36,9832.42,9709.07,9726.48,305519776
20-07-2010,9726.33,9778.56,9649.45,9691.32,364616672
21-07-2010,9691.38,9872.24,9691.38,9846.3,421492032
22-07-2010,9846.34,10003.18,9804.41,10003.18,355550496
23-07-2010,10003.06,10102.19,9976.94,10093.67,337451488
26-07-2010,10093.57,10174.75,10084.99,10138.12,342636992
27-07-2010,10138.1,10200.23,10106.13,10106.43,414957984
28-07-2010,10106.3,10130.4,10004.9,10019.7,389334688
29-07-2010,10019.7,10125.1,10019.7,10074.2,350476032
30-07-2010,10074,10074.1,9912.38,9948.72,311791040
02-08-2010,9948.65,10161.2,9948.65,10161.2,318104352
03-08-2010,10161.1,10161.1,10088.4,10135.9,339680672
04-08-2010,10135.85,10155.7,10048.09,10126.41,340594016
05-08-2010,10126.48,10200.74,10124.09,10166.13,323333856
06-08-2010,10166.03,10222.03,10083.37,10089.79,439583744
09-08-2010,10089.83,10212.24,10089.83,10212.24,261358640
10-08-2010,10212.57,10212.57,10057.9,10079.79,310537184
11-08-2010,10079.66,10079.67,9854.49,9854.49,389954560
12-08-2010,9854.46,9854.46,9735.41,9788.31,337793408
13-08-2010,9788.19,9855.08,9735.47,9782.31,271266752
16-08-2010,9782.27,9813.5,9723.22,9774.23,260724832
17-08-2010,9774.3,9911.85,9774.27,9911.85,262195440
18-08-2010,9912.01,9912.01,9858.17,9886.79,246772368
19-08-2010,9886.85,9958.77,9833.63,9835.08,339622816
20-08-2010,9835.3,9856.83,9724.47,9761.15,286077280
23-08-2010,9760.91,9869.35,9752.09,9826.15,242009840
24-08-2010,9826.43,9826.43,9641.88,9700.91,315724640
25-08-2010,9700.99,9747.95,9583.97,9623.56,336702784
26-08-2010,9623.31,9702.69,9623.31,9677.94,257011408
27-08-2010,9678.06,9782.4,9675.89,9779.9,276255808
31-08-2010,9780.07,9825.14,9678.82,9825.14,336214752
01-09-2010,9825.01,10060.89,9824.55,10060.89,381339264
02-09-2010,10060.95,10154.4,10040.44,10140.97,420623072
03-09-2010,10140.89,10233.1,10118.26,10204.11,337451136
06-09-2010,10204.07,10266.09,10204.07,10240.41,204501728
07-09-2010,10240.41,10240.41,10150.4,10181.27,258006384
08-09-2010,10181.03,10229.1,10102.99,10216.71,288681248
09-09-2010,10216.9,10326.03,10202.96,10325.7,312506336
10-09-2010,10325.79,10407.33,10290.72,10401.78,271998240
13-09-2010,10401.68,10518.54,10401.58,10508.33,285880032
14-09-2010,10508.47,10532.37,10450.63,10472.44,299578400
15-09-2010,10472.54,10508.16,10446.04,10494.27,300775488
16-09-2010,10494.32,10499.18,10427.29,10442.12,293869312
17-09-2010,10441.97,10554.44,10430.63,10440.98,692744704
20-09-2010,10441.97,10548.19,10430.63,10548.19,289765600
21-09-2010,10548.18,10584.28,10533.87,10545.07,349146880
22-09-2010,10544.9,10583.21,10421.77,10448.33,298324480
23-09-2010,10448.26,10502.19,10363.62,10426.02,363887840
24-09-2010,10426.16,10544.84,10385.69,10539,299563840
27-09-2010,10538.97,10613.28,10538.87,10562.65,301401280
28-09-2010,10562.68,10572.28,10460.69,10552.41,316501696
29-09-2010,10552.35,10598.28,10532.74,10562.53,263584992
30-09-2010,10562.42,10628.65,10523.09,10531.8,357837152
01-10-2010,10531.8,10644.81,10531.76,10592.47,327151136
04-10-2010,10592.54,10610.15,10549.7,10563.81,311264384
05-10-2010,10563.91,10689.09,10560.93,10681.96,338228288
06-10-2010,10681.96,10800.23,10681.11,10800.23,397532192
07-10-2010,10800.24,10833.27,10742.41,10765.62,380740800
08-10-2010,10765.8,10766.24,10696.68,10724.91,375923904
11-10-2010,10724.95,10814.89,10724.53,10804.84,285179744
12-10-2010,10804.87,10804.87,10661.71,10753.56,293080928
13-10-2010,10753.51,10902,10719.91,10902,379761632
14-10-2010,10901.64,10955.77,10875.84,10882.66,313231808
15-10-2010,10882.57,10906.33,10790.89,10833.51,331769216
18-10-2010,10833.74,10882.85,10777.89,10875.09,241067344
19-10-2010,10875.13,10916.54,10813.14,10826.21,320137888
20-10-2010,10826.19,10831.86,10754.79,10831.86,326191200
21-10-2010,10832.04,10927.25,10811.3,10904.69,445086336
22-10-2010,10904.71,10931.86,10885.59,10894.73,328922176
25-10-2010,10894.63,11010.18,10894.63,10978.14,304078304
26-10-2010,10978.03,10993.88,10901.28,10940.72,328155616
27-10-2010,10940.79,10940.79,10827.28,10827.28,309477248
28-10-2010,10827.29,10895.09,10813.42,10848.83,281132256
29-10-2010,10848.91,10860.9,10791.88,10843.5,269564960
01-11-2010,10843.49,10933.04,10843.19,10875.28,255585520
02-11-2010,10875.28,10927.5,10862.45,10927.5,260027296
03-11-2010,10927.46,10941.83,10874.41,10876.28,337266048
04-11-2010,10876.25,11026.2,10876.25,11016.46,441151360
05-11-2010,11016.58,11097.1,11006.82,11079.95,365526400
08-11-2010,11080.05,11090.17,11025.19,11047.64,338121408
09-11-2010,11047.7,11124.02,11047.7,11106.88,382511072
10-11-2010,11106.97,11109.59,10977.26,10994.52,361089440
11-11-2010,10994.34,11003.3,10899.07,10899.07,395643008
12-11-2010,10899.19,10899.19,10774.62,10866.49,298800256
15-11-2010,10866.61,10928.98,10847.45,10923.2,253994512
16-11-2010,10923.23,10923.23,10717.73,10717.73,349816416
17-11-2010,10717.76,10721.77,10654.09,10713.23,295893952
18-11-2010,10713.26,10847.18,10713.26,10844.42,274933056
19-11-2010,10844.35,10857.5,10782.14,10827.11,283436032
22-11-2010,10826.98,10904.97,10792.98,10796.55,257962640
23-11-2010,10796.55,10796.55,10619.29,10619.29,282147104
24-11-2010,10619.27,10740.33,10602.94,10731.1,296167136
25-11-2010,10731.04,10835.04,10730.76,10835.04,213942336
26-11-2010,10835.09,10835.29,10744.03,10809.43,227191120
29-11-2010,10835.09,10866.58,10692.49,10709.86,239899376
30-11-2010,10738.66,10738.66,10607.75,10607.75,318046816
01-12-2010,10607.74,10809.33,10607.74,10809.33,311207744
02-12-2010,10809.25,11076.8,10809.25,11076.8,335737088
03-12-2010,11076.75,11107.48,11012.66,11082.17,271197568
06-12-2010,11082.06,11157.07,11081.93,11151.35,267343856
07-12-2010,11151.21,11310.19,11151.21,11299.44,396708160
08-12-2010,11299.61,11299.61,11215.16,11218.69,308501536
09-12-2010,11218.65,11301.54,11218.5,11263.38,380218688
10-12-2010,11263.23,11292.96,11242.32,11280.96,273764352
13-12-2010,11280.95,11359.73,11280.95,11359.73,244713984
14-12-2010,11359.75,11409.81,11332.19,11409.81,248818864
15-12-2010,11409.88,11410,11338.13,11372.81,267129312
16-12-2010,11372.86,11422.51,11329.04,11329.04,241543328
17-12-2010,11329.06,11426.78,11329.06,11426.78,501044032
20-12-2010,11426.66,11457.47,11394.36,11433.11,201065392
21-12-2010,11433.04,11507.48,11432.23,11506.65,190265904
22-12-2010,11506.66,11559.67,11490.11,11550.16,172177616
23-12-2010,11550.12,11577.58,11549.98,11569.22,157783680
24-12-2010,11569.09,11573.62,11483.72,11492.88,28824372
29-12-2010,11493,11628.89,11478.9,11628.89,151672256
30-12-2010,11628.79,11631,11549.28,11569.43,119071480
31-12-2010,11569.23,11591.87,11550.14,11558.8,57339608
04-01-2011,11558.89,11754.74,11558.89,11722.56,290567712
05-01-2011,11722.49,11741.57,11650.5,11741.57,312538080
06-01-2011,11741.48,11786.94,11709.38,11716.87,307414784
07-01-2011,11716.97,11730.1,11674.35,11674.35,297289088
10-01-2011,11674.32,11674.45,11564.31,11575.26,256032272
11-01-2011,11575.27,11735.26,11575.27,11735.26,365815456
12-01-2011,11735.2,11799.34,11733.91,11765.29,353988288
13-01-2011,11765.27,11786.66,11728.88,11767,389504576
14-01-2011,11767.1,11772.36,11701.29,11742.41,296314336
17-01-2011,11742.4,11760.2,11718.46,11741.51,219287552
18-01-2011,11741.46,11830.32,11740.63,11830.32,359004320
19-01-2011,11830.3,11855.23,11728.16,11728.16,345230816
20-01-2011,11728.23,11728.23,11502.04,11505.03,364933920
21-01-2011,11504.94,11567.97,11483.03,11532.69,292150368
24-01-2011,11532.79,11589.28,11532.79,11573.44,253976512
25-01-2011,11532.79,11589.28,11473.76,11501.6,269905344
26-01-2011,11501.65,11630.49,11500.67,11613.57,324961184
27-01-2011,11612.18,11682.09,11607.23,11617.43,321286912
28-01-2011,11617.52,11631.86,11530.12,11546.02,348640288
31-01-2011,11545.94,11546.74,11412.12,11471.51,309735136
01-02-2011,11471.48,11608.47,11471.48,11608.47,373137760
02-02-2011,11558.01,11690.65,11558.01,11588.53,325262208
03-02-2011,11606.58,11625.75,11543.32,11575.83,282381984
04-02-2011,11575.8,11668.13,11575.8,11666.53,301696384
07-02-2011,11666.38,11797.85,11666.38,11797.08,265108288
08-02-2011,11811.07,11834.28,11757.52,11830.54,318593344
09-02-2011,11830.56,11847.22,11794.87,11796.61,299375360
10-02-2011,11796.61,11796.61,11666.63,11721.6,424574592
11-02-2011,11721.71,11797.77,11665.72,11797.77,312440128
14-02-2011,11797.65,11860.82,11797.46,11833.94,231069904
15-02-2011,11833.95,11839.05,11729.99,11749.72,357170624
16-02-2011,11749.67,11807.28,11749.67,11807.28,335080480
17-02-2011,11807.19,11841.17,11794.39,11827.76,395162080
18-02-2011,11827.69,11839.59,11779.36,11828.29,392097888
21-02-2011,11828.3,11829.14,11727.66,11727.66,237728096
22-02-2011,11727.75,11727.75,11557.13,11652.41,273729760
23-02-2011,11652.34,11652.34,11514.64,11521.94,295165856
24-02-2011,11522.06,11522.06,11402.59,11409.74,331800128
25-02-2011,11409.71,11608.97,11409.71,11608.97,223665360
28-02-2011,11608.95,11675.09,11586.45,11621.29,338349536
01-03-2011,11621.26,11712.7,11574.12,11574.12,394575040
02-03-2011,11574.27,11574.27,11440.67,11543.37,402602112
03-03-2011,11543.39,11652.37,11543.39,11652.37,408992192
04-03-2011,11652.33,11775.19,11652.2,11723.01,345889280
07-03-2011,11722.98,11812.13,11689.21,11747.87,244279440
08-03-2011,11747.92,11786.34,11665.09,11743.52,305874496
09-03-2011,11743.47,11778.4,11719.9,11730.2,318173856
10-03-2011,11730.25,11730.25,11504.46,11515.64,356728064
11-03-2011,11515.7,11515.7,11395.75,11409.53,348007648
14-03-2011,11409.56,11453.03,11345.85,11349.66,324789376
15-03-2011,11349.84,11349.84,10972.16,11151.23,413944064
16-03-2011,11151.2,11261.49,11033.11,11033.11,344069632
17-03-2011,11033.07,11257.79,11033.07,11236.39,347705824
18-03-2011,11236.48,11371.76,11236.48,11345.82,655686720
21-03-2011,11345.78,11511.82,11345.78,11511.24,237871728
22-03-2011,11511.2,11539.12,11417.66,11441.57,330439872
23-03-2011,11441.6,11473.67,11400.93,11447.35,269354048
24-03-2011,11447.38,11609.03,11446.89,11605.52,339650944
25-03-2011,11605.55,11650.73,11603.86,11629.31,278191776
28-03-2011,11629.36,11667.02,11628.66,11637.39,219686880
29-03-2011,11637.42,11660.38,11593.13,11636.37,270419328
30-03-2011,11636.28,11707.47,11636.28,11676.44,407955776
31-03-2011,11676.33,11699.56,11591.98,11591.98,513299264
01-04-2011,11591.97,11708.73,11578,11708.73,386281312
04-04-2011,11708.59,11767.29,11687.54,11766.57,282417760
05-04-2011,11766.57,11767.5,11723.2,11737.66,265668016
06-04-2011,11737.55,11811.17,11737.5,11781.37,318555296
07-04-2011,11781.36,11781.36,11644.17,11659.42,292677568
08-04-2011,11659.37,11742.87,11659.37,11726.19,245976784
11-04-2011,11726.28,11735.44,11689.1,11689.7,238466672
12-04-2011,11689.87,11689.87,11541.59,11541.59,243345920
13-04-2011,11541.6,11637.37,11541.56,11615.77,245716864
14-04-2011,11615.69,11616.93,11541.25,11603.19,286122528
15-04-2011,11603.21,11682.44,11594.07,11679.24,289739200
18-04-2011,11679.28,11690.17,11467.4,11490.75,316619616
19-04-2011,11490.74,11586.93,11490.68,11574.53,245612112
20-04-2011,11574.51,11756.19,11574.05,11756.19,245682672
21-04-2011,11756.11,11814.78,11756.11,11810.48,270400384
26-04-2011,11788.46,11869.44,11788.46,11869.44,256567792
27-04-2011,11869.45,11906,11844.94,11895.02,286654560
28-04-2011,11894.79,12020.87,11894.72,12013.88,284929376
03-05-2011,12013.98,12061.37,11983.87,12014.79,279496160
04-05-2011,12014.87,12030.24,11896.35,11909.08,320442592
05-05-2011,11909.08,11946.73,11815.25,11845.72,323949280
06-05-2011,11845.73,11907.24,11746.96,11907.24,286089216
09-05-2011,11907.25,11937.81,11867.26,11896.09,235601120
10-05-2011,11896.01,12062.01,11895.97,12055.15,365523424
11-05-2011,12055.11,12089.87,12006.32,12017.87,318708160
12-05-2011,12018.06,12018.06,11898.11,11967.11,293018208
13-05-2011,11967.17,12047.96,11967.17,11999.22,221885472
16-05-2011,11999.21,11999.74,11856.08,11943.55,289389952
17-05-2011,11943.56,11960.23,11835.99,11835.99,283969120
18-05-2011,11835.97,11899.15,11829.58,11887.54,231097584
19-05-2011,11887.52,12006.66,11887.52,11986.54,317919264
20-05-2011,11986.51,12071.19,11972.75,11992.21,242255296
23-05-2011,11992.18,11992.18,11790.6,11795.67,258589440
24-05-2011,11795.67,11874.42,11795.67,11858.76,301240288
25-05-2011,11858.77,11858.77,11785.78,11825.24,324738848
26-05-2011,11825.25,11872.67,11824.39,11841.01,290097600
27-05-2011,11840.92,11967.51,11840.91,11958.8,241313888
31-05-2011,11958.75,12084.14,11955.98,12060.79,541430592
01-06-2011,12060.77,12098.17,11985.71,12009.84,295517824
02-06-2011,12009.96,12013.77,11880.09,11963.03,263732208
03-06-2011,11962.99,12018.1,11890.87,11972.66,248406400
06-06-2011,11972.58,11996.93,11939.96,11996.93,263145088
07-06-2011,11996.93,12038.35,11984.04,12008.79,260064032
08-06-2011,12008.81,12008.81,11867.52,11870.92,311256064
09-06-2011,11870.82,11911.62,11833.2,11911.62,334140448
10-06-2011,11911.73,11912.03,11775.1,11786.02,278867136
13-06-2011,11786,11816.8,11746.91,11779.46,196918768
14-06-2011,11779.3,11877.98,11779.3,11861.43,279811840
15-06-2011,11861.42,11862.2,11763.43,11763.43,255249648
16-06-2011,11763.5,11763.5,11553.23,11631.85,344696384
17-06-2011,11631.88,11696.61,11499.09,11661.78,588047296
20-06-2011,11661.83,11661.83,11495.44,11537.84,253914976
21-06-2011,11537.81,11672.66,11537.81,11654.92,283675584
22-06-2011,11654.88,11660.91,11617.22,11636.16,327205952
23-06-2011,11636.24,11636.24,11451.07,11453.72,356577728
24-06-2011,11453.76,11603.89,11453.76,11528.25,268815296
27-06-2011,11528.29,11580.05,11499.55,11549.06,247881680
28-06-2011,11549.14,11626.87,11535.1,11606.38,320089440
29-06-2011,11606.42,11800.07,11606.41,11799.15,324924320
30-06-2011,11799.16,11934.04,11799.16,11934.04,379762368
01-07-2011,11934,12040.28,11933.42,12040.28,353586592
04-07-2011,12040.18,12109.34,12040.18,12102.27,194232048
05-07-2011,12102.37,12168.07,12089.29,12145.42,234303152
06-07-2011,12145.53,12173.27,12110.54,12131.69,245479328
07-07-2011,12131.73,12179.89,12108.79,12167.81,336855680
08-07-2011,12167.82,12211.34,12056.47,12074.26,287131456
11-07-2011,12074.3,12074.3,11844.39,11880.06,297787904
12-07-2011,11880.1,11880.1,11583.88,11778.02,344092288
13-07-2011,11778.01,11849.42,11762.97,11843.19,267834960
14-07-2011,11843.13,11843.13,11720.78,11766.56,263951408
15-07-2011,11798.13,11798.13,11671.16,11746.78,291626176
18-07-2011,11746.79,11746.79,11527.09,11527.78,256265648
19-07-2011,11527.76,11613.96,11527.76,11592.41,274700416
20-07-2011,11592.43,11716.46,11592.43,11701.48,260151040
21-07-2011,11701.45,11757.82,11602.6,11706.68,275605952
22-07-2011,11706.7,11891.5,11706.7,11820.33,272349280
25-07-2011,11820.36,11820.36,11724.16,11786.19,260248560
26-07-2011,11786.18,11835.56,11760.52,11788.92,251539536
27-07-2011,11788.88,11794.54,11639.41,11650.34,259801520
28-07-2011,11650.37,11650.37,11565.35,11615.57,262786272
29-07-2011,11615.6,11615.6,11481.65,11552.06,257115456
01-08-2011,11558.73,11674.44,11407.52,11426.09,296298176
02-08-2011,11443.04,11443.1,11188.64,11188.64,390630304
03-08-2011,11188.64,11188.65,10960.16,10994.59,353422048
04-08-2011,10994.64,11114.18,10545.68,10570.64,447878176
05-08-2011,10570.68,10570.68,10072.67,10313.13,495703552
08-08-2011,10313.14,10406.21,9858,9861.97,426043872
09-08-2011,9861.93,10090.5,9426.64,10090.5,552129088
10-08-2011,10090.43,10322.7,9890.96,9890.96,435560992
11-08-2011,9890.93,10141.17,9824.15,10139.74,425255264
12-08-2011,10139.67,10465.25,10042.84,10432.05,343094080
15-08-2011,10432.12,10568.67,10432.12,10531.8,214441600
16-08-2011,10531.84,10531.84,10329.47,10412.73,227699904
17-08-2011,10412.68,10421.33,10309.11,10369.42,228069664
18-08-2011,10369.48,10369.48,9825.64,9860.22,316114880
19-08-2011,9860.14,9879.2,9565.6,9759.06,317194560
22-08-2011,9759.14,9960.63,9700.47,9854.78,233609136
23-08-2011,9854.71,10032.69,9854.12,9922.1,220191920
24-08-2011,9922.09,10092.69,9904.59,10041.59,264996208
25-08-2011,10041.6,10143.38,9981.91,10021.39,269029408
26-08-2011,10021.36,10027.55,9835.74,9997.1,198049728
30-08-2011,9996.93,10272.53,9996.93,10243.15,242741472
31-08-2011,10243.08,10534.37,10243.08,10525.93,364642752
01-09-2011,10525.94,10584.2,10436.47,10576.81,286497088
02-09-2011,10576.75,10576.75,10326.22,10381.02,243718064
05-09-2011,10381.04,10381.04,10057.89,10084.11,201244672
06-09-2011,10084.1,10194.53,10006.04,10071.17,259595440
07-09-2011,10071.11,10323.69,10071.11,10321.33,257573824
08-09-2011,10321.34,10457.13,10277.02,10365.05,280957600
09-09-2011,10365.23,10365.23,10151.43,10151.43,245789248
12-09-2011,10151.5,10151.5,9925.2,9983.75,280015040
13-09-2011,9983.71,10069.26,9908.7,10011.05,247070032
14-09-2011,10011.16,10147.45,9974.44,10107.87,269859744
15-09-2011,10107.85,10369.41,10107.85,10324.08,278286080
16-09-2011,10324.11,10442.38,10317.04,10428.17,510637792
19-09-2011,10428.26,10428.26,10184.53,10229.01,217133440
20-09-2011,10228.94,10345.79,10173.45,10308.58,230872080
21-09-2011,10308.65,10348.66,10250.5,10266,236528528
22-09-2011,10266.18,10266.18,9869.37,9888.26,314443424
23-09-2011,9888.13,9941.7,9638.77,9815.5,268795616
26-09-2011,9815.47,9953.24,9680.35,9839.24,251882688
27-09-2011,9839.23,10127.13,9839.23,10127.13,281197440
28-09-2011,10127.2,10147.59,9999.58,10038.67,228636128
29-09-2011,10038.73,10038.73,9948.44,9985.45,203603392
30-09-2011,9985.63,9985.71,9779.1,9819.39,251992688
03-10-2011,9819.53,9819.53,9624.43,9750.56,198785696
04-10-2011,9750.54,9750.54,9388.57,9425.93,325532384
05-10-2011,9425.87,9609.85,9425.87,9567.84,262259984
06-10-2011,9567.83,9895.62,9567.83,9888.56,340923360
07-10-2011,9888.39,9994.21,9837.82,9957.98,342917088
10-10-2011,9957.99,10142.83,9953.18,10140.76,269461184
11-10-2011,10140.84,10174.98,10070.09,10155.08,235513760
12-10-2011,10155.08,10325.32,10078.9,10320,331597504
13-10-2011,10320.07,10377.18,10199.16,10230.52,308669088
